# index, _pos
6816,"array([1.25284411, 2.58183818])"
6817,"array([1.30770031, 2.69718967])"
6818,"array([1.3145176 , 2.67008798])"
6819,"array([1.30086817, 2.66351592])"
6820,"array([1.29692031, 2.68591726])"
6821,"array([1.31821729, 2.69601254])"
6822,"array([1.27598109, 2.66972925])"
6823,"array([1.21881663, 2.55803814])"
6824,"array([1.31572337, 2.69745364])"
6825,"array([1.29216597, 2.63943346])"
6826,"array([1.29391633, 2.58117202])"
6827,"array([1.27355359, 2.37365489])"
6828,"array([1.33156239, 2.58868598])"
6829,"array([1.36926139, 2.30955004])"
6830,"array([1.34831652, 2.40981319])"
6831,"array([1.32268715, 2.64491007])"
6832,"array([1.24529229, 2.56160189])"
6833,"array([1.28010352, 2.66991496])"
6834,"array([1.30269108, 2.57473597])"
6835,"array([1.33094567, 2.66581081])"
6836,"array([1.30620287, 2.70740772])"
6837,"array([1.27327972, 2.5392345 ])"
6838,"array([1.19811892, 2.32786814])"
6839,"array([1.30608563, 2.59840582])"
6840,"array([1.25114597, 2.44539684])"
6841,"array([1.31855567, 2.5582509 ])"
6842,"array([1.3602815 , 2.58507002])"
6843,"array([1.31145583, 2.69911925])"
6844,"array([1.33869345, 2.56939852])"
6845,"array([1.31168467, 2.66226736])"
6846,"array([1.32852379, 2.57512708])"
6847,"array([1.21426337, 2.41172025])"
6848,"array([1.2386917 , 2.23106347])"
6849,"array([1.26363927, 2.22605125])"
6850,"array([1.24433049, 2.52242811])"
6851,"array([1.18191343, 2.26103528])"
6852,"array([1.29503387, 2.66647284])"
6853,"array([1.34303111, 2.58863018])"
6854,"array([1.28527522, 2.70284516])"
6855,"array([1.20199028, 2.5268279 ])"
6856,"array([1.09780183, 2.28000087])"
6857,"array([1.29000078, 2.6328165 ])"
6858,"array([1.29590189, 2.68165217])"
6859,"array([1.31225151, 2.70281975])"
6860,"array([1.29985503, 2.44241246])"
6861,"array([1.32232725, 2.37822795])"
6862,"array([1.32537503, 2.68611084])"
6863,"array([1.27743863, 2.6612617 ])"
6864,"array([1.32494376, 2.69100975])"
6865,"array([1.35297064, 2.63740887])"
6866,"array([1.37009469, 2.45921537])"
6867,"array([1.22761115, 2.61039528])"
6868,"array([1.26356219, 2.39765457])"
6869,"array([1.16819349, 2.60291291])"
6870,"array([1.19806176, 2.5151795 ])"
6871,"array([1.23668833, 2.6638804 ])"
6872,"array([1.20648067, 2.55835487])"
6873,"array([1.36256034, 2.66653607])"
6874,"array([1.50163623, 2.57880729])"
6875,"array([1.45945452, 2.47773199])"
6876,"array([1.44474811, 2.48426124])"
6877,"array([1.26808583, 2.5601298 ])"
6878,"array([1.39779377, 2.69544982])"
6879,"array([1.42296726, 2.6366668 ])"
6880,"array([1.37645693, 2.60933018])"
6881,"array([1.27699589, 2.598771  ])"
6882,"array([1.25163154, 2.30969914])"
6883,"array([1.37245939, 2.65985383])"
6884,"array([1.33781376, 2.63446599])"
6885,"array([1.50308927, 2.43321069])"
6886,"array([1.42082944, 2.5882978 ])"
6887,"array([1.34173371, 2.54265131])"
6888,"array([1.28134716, 2.74511624])"
6889,"array([1.29329019, 2.71268305])"
6890,"array([1.345926  , 2.46428258])"
6891,"array([1.25263858, 2.46012026])"
6892,"array([1.29701532, 2.2753582 ])"
6893,"array([1.35170635, 2.43363091])"
6894,"array([1.32526891, 2.33620059])"
6895,"array([1.41331292, 2.4464696 ])"
6896,"array([1.27562906, 2.45729499])"
6897,"array([1.32348699, 2.27109011])"
6898,"array([1.33552774, 2.44206952])"
6899,"array([1.33333738, 2.51370738])"
6900,"array([1.34300589, 2.50979434])"
6901,"array([1.29137399, 2.26663938])"
6902,"array([1.25739445, 2.45465894])"
6903,"array([1.28896112, 2.6547389 ])"
6904,"array([1.25028948, 2.43738354])"
6905,"array([1.32091478, 2.4594464 ])"
6906,"array([1.10887853, 2.50525063])"
6907,"array([1.29948937, 2.78994891])"
6908,"array([1.350019  , 2.51034187])"
6909,"array([1.33471628, 2.53693038])"
6910,"array([1.20586768, 2.52049768])"
6911,"array([1.20248843, 2.63159142])"
6912,"array([1.33444743, 2.6954077 ])"
6913,"array([1.27611252, 2.6959535 ])"
6914,"array([1.33155779, 2.69639191])"
6915,"array([1.27157778, 2.69352478])"
6916,"array([1.33667131, 2.52300657])"
6917,"array([1.3853536 , 2.62914875])"
6918,"array([1.57666375, 2.68118604])"
6919,"array([1.36249098, 2.52598042])"
6920,"array([1.34848731, 2.55601842])"
6921,"array([1.17399733, 2.6021927 ])"
6922,"array([1.12989327, 2.5585467 ])"
6923,"array([1.20911988, 2.63549253])"
6924,"array([1.12283583, 2.60678047])"
6925,"array([1.15016616, 2.55497162])"
6926,"array([1.19744049, 2.59972102])"
6927,"array([1.15917842, 2.54317404])"
6928,"array([1.26841222, 2.60097934])"
6929,"array([1.2065431 , 2.62404396])"
6930,"array([1.24308737, 2.44680646])"
6931,"array([1.22527078, 2.57666235])"
6932,"array([1.28908868, 2.49049792])"
6933,"array([1.21429453, 2.59525444])"
6934,"array([1.18450487, 2.65097611])"
6935,"array([1.16910976, 2.52230751])"
6936,"array([0.96261098, 2.5196342 ])"
6937,"array([1.07955799, 2.54837011])"
6938,"array([1.2092165 , 2.66559646])"
6939,"array([1.24707677, 2.60702523])"
6940,"array([1.15238732, 2.51119678])"
6941,"array([1.21691696, 2.65068206])"
6942,"array([1.20898827, 2.46598196])"
6943,"array([1.13541088, 2.54045199])"
6944,"array([1.2991601 , 2.73333304])"
6945,"array([1.21138135, 2.63139257])"
6946,"array([1.2144897 , 2.46247151])"
6947,"array([1.18720192, 2.59693254])"
6948,"array([1.2767619 , 2.58420808])"
6949,"array([1.18430006, 2.56221339])"
6950,"array([1.2178163 , 2.64317039])"
6951,"array([1.21834868, 2.61941889])"
6952,"array([1.25174734, 2.60900227])"
6953,"array([1.26082489, 2.52712625])"
6954,"array([1.50773124, 2.44244631])"
6955,"array([1.19963894, 2.6588179 ])"
6956,"array([1.19424325, 2.55206991])"
6957,"array([1.26874508, 2.61076094])"
6958,"array([1.19514468, 2.6622114 ])"
6959,"array([1.17975823, 2.6173236 ])"
6960,"array([1.00561019, 2.48501169])"
6961,"array([1.03196032, 2.54319938])"
6962,"array([1.06498454, 2.50341676])"
6963,"array([1.05277175, 2.44430834])"
6964,"array([1.0364197 , 2.75818313])"
6965,"array([1.19174864, 2.64346307])"
6966,"array([1.05710035, 2.5284673 ])"
6967,"array([1.0034968 , 2.54971265])"
6968,"array([1.2628571 , 2.59179509])"
6969,"array([1.01850071, 2.71619433])"
6970,"array([1.03360121, 2.61192873])"
6971,"array([1.02694793, 2.64434952])"
6972,"array([1.0120306 , 2.67493073])"
6973,"array([1.02120237, 2.72379122])"
6974,"array([0.99106404, 2.62159195])"
6975,"array([1.3727629, 2.5883881])"
6976,"array([1.27203542, 2.58502599])"
6977,"array([1.31552875, 2.60985176])"
6978,"array([1.24678328, 2.64646836])"
6979,"array([1.29908959, 2.61688946])"
6980,"array([1.28326425, 2.68523186])"
6981,"array([1.28443598, 2.55894033])"
6982,"array([1.25847531, 2.5701685 ])"
6983,"array([1.2707004, 2.6056652])"
6984,"array([1.19173539, 2.40723768])"
6985,"array([1.32625863, 2.50882102])"
6986,"array([1.37986849, 2.56011729])"
6987,"array([1.20765564, 2.55385578])"
6988,"array([1.18139182, 2.53039962])"
6989,"array([1.16599636, 2.46765297])"
6990,"array([1.15391975, 2.47719737])"
6991,"array([1.17731521, 2.53415679])"
6992,"array([1.17387344, 2.51935273])"
6993,"array([1.22006055, 2.61509488])"
6994,"array([1.22998396, 2.51989903])"
6995,"array([1.3201995 , 2.54029706])"
6996,"array([1.32781035, 2.55330036])"
6997,"array([1.28064721, 2.60087004])"
6998,"array([1.10104234, 2.88910702])"
6999,"array([1.18525086, 2.49136539])"
7000,"array([1.20064302, 2.42330085])"
7001,"array([1.19691757, 2.28396646])"
7002,"array([1.20735038, 2.27975877])"
7003,"array([1.30116835, 2.395421  ])"
7004,"array([1.14770024, 2.66564806])"
7005,"array([1.22411413, 2.55557966])"
7006,"array([1.18221382, 2.52356275])"
7007,"array([1.314165  , 2.50588819])"
7008,"array([1.3131306, 2.635201 ])"
7009,"array([1.31577882, 2.49325211])"
7010,"array([1.35789577, 2.48635285])"
7011,"array([1.29709486, 2.37863873])"
7012,"array([1.30761131, 2.28540765])"
7013,"array([1.21564925, 2.56168264])"
7014,"array([1.18562063, 2.54824926])"
7015,"array([1.36181231, 2.24291201])"
7016,"array([1.28155176, 2.52695417])"
7017,"array([1.27312978, 2.33828864])"
7018,"array([1.34854422, 2.5904063 ])"
7019,"array([1.29563083, 2.60635484])"
7020,"array([1.32213414, 2.38677299])"
7021,"array([1.31376011, 2.38463619])"
7022,"array([1.40546565, 2.4589464 ])"
7023,"array([1.39336288, 2.4493184 ])"
7024,"array([1.20733729, 2.64090521])"
7025,"array([1.34014752, 2.50406531])"
7026,"array([1.3854877 , 2.46308807])"
7027,"array([1.31463048, 2.44973484])"
7028,"array([1.19951014, 2.52140871])"
7029,"array([1.26995104, 2.42864251])"
7030,"array([1.32428316, 2.28247487])"
7031,"array([1.30757615, 2.55078024])"
7032,"array([1.34281528, 2.4888678 ])"
7033,"array([1.29430285, 2.51492774])"
7034,"array([1.32122566, 2.51308153])"
7035,"array([1.33106038, 2.51949914])"
7036,"array([1.24870099, 2.67163083])"
7037,"array([1.15961845, 2.53680427])"
7038,"array([1.2729496 , 2.73584728])"
7039,"array([1.16117032, 2.50052971])"
7040,"array([1.05813711, 2.2723888 ])"
7041,"array([1.07127784, 2.26680104])"
7042,"array([1.14162357, 2.41316585])"
7043,"array([1.20137458, 2.62726336])"
7044,"array([1.19882767, 2.53074606])"
7045,"array([1.12185073, 2.43558487])"
7046,"array([1.23959888, 2.32800049])"
7047,"array([1.27104325, 2.4513786 ])"
7048,"array([1.25252907, 2.20568236])"
7049,"array([1.32268869, 2.36292417])"
7050,"array([1.27204135, 2.56944616])"
7051,"array([1.29534085, 2.50283526])"
7052,"array([1.24028092, 2.58435585])"
7053,"array([1.2843353 , 2.50515937])"
7054,"array([1.26851216, 2.73455124])"
7055,"array([1.06220123, 2.67051522])"
7056,"array([1.26265733, 2.58289158])"
7057,"array([1.32654414, 2.49383806])"
7058,"array([1.32215249, 2.43128948])"
7059,"array([1.43731202, 2.43147981])"
7060,"array([1.35059515, 2.52439434])"
7061,"array([1.40466471, 2.51784799])"
7062,"array([1.34405037, 2.51549056])"
7063,"array([1.19937976, 2.58114629])"
7064,"array([1.14900014, 2.41067321])"
7065,"array([1.07394455, 2.55213267])"
7066,"array([1.14432096, 2.60466918])"
7067,"array([1.37146626, 2.62002884])"
7068,"array([1.45095668, 2.46769204])"
7069,"array([1.3042539 , 2.50698825])"
7070,"array([1.44387109, 2.44519123])"
7071,"array([1.29852357, 2.50820778])"
7072,"array([1.29480313, 2.48014916])"
7073,"array([1.30598131, 2.61209879])"
7074,"array([1.31540887, 2.32621537])"
7075,"array([1.3014809 , 2.71981972])"
7076,"array([1.3563786 , 2.54330596])"
7077,"array([1.22343005, 2.63689719])"
7078,"array([1.16337046, 2.52443349])"
7079,"array([1.16552546, 2.50468809])"
7080,"array([1.12625106, 2.45247312])"
7081,"array([1.15919265, 2.67758995])"
7082,"array([1.19991877, 2.27062898])"
7083,"array([1.25218593, 2.22926949])"
7084,"array([1.21444624, 2.61213566])"
7085,"array([1.08837227, 2.41316205])"
7086,"array([1.18457404, 2.48609825])"
7087,"array([1.18887508, 2.27448036])"
7088,"array([1.31737852, 2.58190928])"
7089,"array([1.34991198, 2.42665494])"
7090,"array([1.21499517, 2.63914643])"
7091,"array([1.3436502 , 2.57040773])"
7092,"array([1.30248936, 2.66666451])"
7093,"array([1.2089919 , 2.60013203])"
7094,"array([1.19798319, 2.74491485])"
7095,"array([1.38528772, 2.63605494])"
7096,"array([1.40904306, 2.61726601])"
7097,"array([1.22741088, 2.59047255])"
7098,"array([1.2295229 , 2.55658309])"
7099,"array([1.18778048, 2.38058819])"
7100,"array([1.24724438, 2.65553581])"
7101,"array([1.1765187 , 2.57726818])"
7102,"array([1.32885839, 2.63107412])"
7103,"array([1.22937595, 2.53437109])"
7104,"array([1.41389488, 2.37331342])"
7105,"array([1.34782149, 2.61637976])"
7106,"array([1.31630251, 2.42592257])"
7107,"array([1.36056555, 2.36341773])"
7108,"array([1.29660326, 2.53482992])"
7109,"array([1.21386261, 2.50761264])"
7110,"array([1.32733048, 2.58534471])"
7111,"array([1.35619897, 2.40390429])"
7112,"array([1.07478302, 2.63610548])"
7113,"array([1.38178909, 2.64578529])"
7114,"array([1.37831405, 2.42238838])"
7115,"array([1.18392257, 2.61867442])"
7116,"array([1.12267543, 2.50558389])"
7117,"array([0.95068572, 2.5682925 ])"
7118,"array([1.36114087, 2.54778091])"
7119,"array([1.33670815, 2.53170591])"
7120,"array([1.28737267, 2.63997726])"
7121,"array([1.2495405, 2.5370037])"
7122,"array([1.2727534, 2.5616346])"
7123,"array([1.18175606, 2.35204452])"
7124,"array([1.2576021 , 2.44717018])"
7125,"array([1.32614891, 2.67086441])"
7126,"array([1.22480124, 2.6958896 ])"
7127,"array([1.25050762, 2.711181  ])"
7128,"array([1.17123176, 2.63088623])"
7129,"array([1.30593595, 2.69391053])"
7130,"array([1.18653909, 2.37242166])"
7131,"array([1.15917816, 2.29176896])"
7132,"array([1.28801196, 2.37345238])"
7133,"array([1.19896797, 2.46437995])"
7134,"array([1.40508853, 2.63018513])"
7135,"array([1.41117121, 2.40449114])"
7136,"array([1.0896097 , 2.35467435])"
7137,"array([1.34919774, 2.51678148])"
7138,"array([1.24351295, 2.74026962])"
7139,"array([1.11916774, 2.6138438 ])"
7140,"array([1.17830607, 2.4880793 ])"
7141,"array([1.13637132, 2.3190714 ])"
7142,"array([1.13464857, 2.28496593])"
7143,"array([1.24344806, 2.66718617])"
7144,"array([1.31987928, 2.61001788])"
7145,"array([1.34163126, 2.40493639])"
7146,"array([1.20852973, 2.36878074])"
7147,"array([1.22683609, 2.63878977])"
7148,"array([1.26679065, 2.57356368])"
7149,"array([1.30933747, 2.6345751 ])"
7150,"array([1.32047729, 2.62204674])"
7151,"array([1.37883031, 2.65437292])"
7152,"array([1.34736791, 2.49258457])"
7153,"array([1.23218551, 2.55293612])"
7154,"array([1.15586854, 2.50631051])"
7155,"array([1.25092064, 2.52717293])"
7156,"array([1.22982843, 2.33154792])"
7157,"array([1.19634433, 2.4385549 ])"
7158,"array([1.28604318, 2.5836112 ])"
7159,"array([1.36788229, 2.49266923])"
7160,"array([1.5035029 , 2.61572632])"
7161,"array([1.34897425, 2.62181201])"
7162,"array([1.25049454, 2.59089051])"
7163,"array([1.16849806, 2.6266731 ])"
7164,"array([1.19048672, 2.48413366])"
7165,"array([1.13948185, 2.60155566])"
7166,"array([1.08504023, 2.43707184])"
7167,"array([1.16628038, 2.57347633])"
7168,"array([1.00910556, 2.52426586])"
7169,"array([0.97230467, 2.60426595])"
7170,"array([0.92959595, 2.60884177])"
7171,"array([0.98167141, 2.66380437])"
7172,"array([0.98112323, 2.55088048])"
7173,"array([1.02166819, 2.52999143])"
7174,"array([1.22036999, 2.57826182])"
7175,"array([1.10806627, 2.60478633])"
7176,"array([1.30939244, 2.71356096])"
7177,"array([1.34852406, 2.60755081])"
7178,"array([1.25882719, 2.24679781])"
7179,"array([1.22247622, 2.43315367])"
7180,"array([1.3663565 , 2.52127546])"
7181,"array([1.34071282, 2.58510743])"
7182,"array([1.20481365, 2.63508485])"
7183,"array([1.27205003, 2.55658027])"
7184,"array([1.25004626, 2.37551424])"
7185,"array([1.28928358, 2.57404478])"
7186,"array([1.28732425, 2.52773212])"
7187,"array([1.2697414 , 2.54210795])"
7188,"array([1.18979351, 2.60077424])"
7189,"array([1.31171881, 2.51654465])"
7190,"array([1.36808764, 2.64015589])"
7191,"array([1.2539376 , 2.72213748])"
7192,"array([1.30344106, 2.59447998])"
7193,"array([1.38663474, 2.6520779 ])"
7194,"array([1.3566138 , 2.67786107])"
7195,"array([1.28979161, 2.66854443])"
7196,"array([1.3496898 , 2.63495783])"
7197,"array([1.41792293, 2.59123915])"
7198,"array([1.43934835, 2.56423691])"
7199,"array([1.26802414, 2.40836575])"
7200,"array([1.20195344, 2.59633756])"
7201,"array([1.1886043 , 2.56627214])"
7202,"array([1.09590923, 2.36893556])"
7203,"array([1.12836701, 2.4133454 ])"
7204,"array([1.34212916, 2.53225484])"
7205,"array([1.33911643, 2.5891691 ])"
7206,"array([1.36686461, 2.63601281])"
7207,"array([1.20471712, 2.64397707])"
7208,"array([1.21762844, 2.59927421])"
7209,"array([1.35904692, 2.61602688])"
7210,"array([1.43239852, 2.63498637])"
7211,"array([1.23281982, 2.38576467])"
7212,"array([1.27583718, 2.55677541])"
7213,"array([1.33232751, 2.55594261])"
7214,"array([1.35446455, 2.66385333])"
7215,"array([1.28106916, 2.66302296])"
7216,"array([1.29831486, 2.66643375])"
7217,"array([1.33333397, 2.52708817])"
7218,"array([1.32805877, 2.52353313])"
7219,"array([1.22795789, 2.67292705])"
7220,"array([1.33604483, 2.60220027])"
7221,"array([1.3530897 , 2.31399171])"
7222,"array([1.16902793, 2.54590885])"
7223,"array([1.31324668, 2.57314509])"
7224,"array([1.33017489, 2.53284372])"
7225,"array([1.19871145, 2.63972807])"
7226,"array([1.26984224, 2.24445197])"
7227,"array([1.21689756, 2.52083071])"
7228,"array([1.35198098, 2.61813842])"
7229,"array([1.21421939, 2.38019262])"
7230,"array([1.32219635, 2.52448434])"
7231,"array([1.33504098, 2.55930367])"
7232,"array([1.34591468, 2.75039278])"
7233,"array([1.03672657, 2.57703931])"
7234,"array([1.35647191, 2.60312154])"
7235,"array([1.32398713, 2.51798307])"
7236,"array([1.34330151, 2.55431371])"
7237,"array([1.32056423, 2.5777938 ])"
7238,"array([1.29664639, 2.55281809])"
7239,"array([1.78247408, 2.70083135])"
7240,"array([1.64586636, 2.77352744])"
7241,"array([1.32604021, 2.61614781])"
7242,"array([1.33584455, 2.58248302])"
7243,"array([1.18357159, 2.62928138])"
7244,"array([1.2372023 , 2.61743862])"
7245,"array([1.12584426, 2.47355911])"
7246,"array([1.15956136, 2.2704521 ])"
7247,"array([1.14876989, 2.26396366])"
7248,"array([1.1330942 , 2.26959656])"
7249,"array([1.16628703, 2.25996387])"
7250,"array([1.26393355, 2.3471262 ])"
7251,"array([1.3784862 , 2.61652123])"
7252,"array([1.18721308, 2.31925701])"
7253,"array([1.19414253, 2.6023776 ])"
7254,"array([1.19710021, 2.45574728])"
7255,"array([1.32864017, 2.37197761])"
7256,"array([1.36828839, 2.61615553])"
7257,"array([1.24085161, 2.61676155])"
7258,"array([1.25670054, 2.3789218 ])"
7259,"array([1.26428211, 2.44393623])"
7260,"array([1.23309303, 2.20125074])"
7261,"array([1.32069234, 2.65329822])"
7262,"array([1.25328019, 2.60134398])"
7263,"array([1.10648139, 2.42208417])"
7264,"array([1.32522851, 2.6421279 ])"
7265,"array([1.21353696, 2.62798998])"
7266,"array([1.15898792, 2.46087831])"
7267,"array([1.28945833, 2.7086673 ])"
7268,"array([1.33429238, 2.50581251])"
7269,"array([1.24356067, 2.53695114])"
7270,"array([1.36380563, 2.61287675])"
7271,"array([1.31848983, 2.55139654])"
7272,"array([1.17124654, 2.49063122])"
7273,"array([1.33123931, 2.59452606])"
7274,"array([1.29534658, 2.30996739])"
7275,"array([1.30914695, 2.31763766])"
7276,"array([1.28546619, 2.3103707 ])"
7277,"array([1.29753002, 2.31982137])"
7278,"array([1.30149721, 2.54382726])"
7279,"array([1.22083273, 2.58360175])"
7280,"array([1.2590394 , 2.67911063])"
7281,"array([1.28983491, 2.6881804 ])"
7282,"array([1.31550415, 2.56153396])"
7283,"array([1.28184236, 2.70240585])"
7284,"array([1.37286662, 2.61670318])"
7285,"array([1.2652654 , 2.42094639])"
7286,"array([1.32509531, 2.6204075 ])"
7287,"array([1.35451292, 2.46040958])"
7288,"array([1.32778207, 2.65711509])"
7289,"array([1.33245414, 2.6200868 ])"
7290,"array([1.34126614, 2.71572892])"
7291,"array([1.64274499, 2.62183753])"
7292,"array([1.18546818, 2.97827354])"
7293,"array([1.26651652, 2.47561761])"
7294,"array([1.31537272, 2.65578402])"
7295,"array([1.27660901, 2.63822095])"
7296,"array([1.27828885, 2.42335242])"
7297,"array([1.28841432, 2.62380641])"
7298,"array([1.20692784, 2.39817604])"
7299,"array([1.2256096 , 2.64273373])"
7300,"array([1.20816922, 2.47778434])"
7301,"array([1.27069881, 2.66542757])"
7302,"array([1.1917862 , 2.42431305])"
7303,"array([1.31705089, 2.7112251 ])"
7304,"array([1.22494039, 2.58627397])"
7305,"array([1.32164119, 2.6775358 ])"
7306,"array([1.22996184, 2.4981823 ])"
7307,"array([1.39453918, 2.46065295])"
7308,"array([1.21934618, 2.65986768])"
7309,"array([1.26351398, 2.68153001])"
7310,"array([1.23308256, 2.50701102])"
7311,"array([1.35203158, 2.36271119])"
7312,"array([1.34310276, 2.36349736])"
7313,"array([1.35768652, 2.63131311])"
7314,"array([1.31454187, 2.63906965])"
7315,"array([1.28434036, 2.45556883])"
7316,"array([1.32318767, 2.66502664])"
7317,"array([1.3350635 , 2.63192193])"
7318,"array([1.25796066, 2.57953084])"
7319,"array([1.25369342, 2.43009552])"
7320,"array([1.38069356, 2.65830761])"
7321,"array([1.43357542, 2.48485878])"
7322,"array([1.34491135, 2.49857381])"
7323,"array([1.27600329, 2.61625208])"
7324,"array([1.30872145, 2.5360261 ])"
7325,"array([1.3244378 , 2.55065404])"
7326,"array([1.31270341, 2.55153158])"
7327,"array([1.27756237, 2.44044682])"
7328,"array([1.23403119, 2.48097822])"
7329,"array([1.27174277, 2.44395176])"
7330,"array([1.29005372, 2.45677468])"
7331,"array([1.23916829, 2.5516983 ])"
7332,"array([1.19754095, 2.38431642])"
7333,"array([1.40427009, 2.66406138])"
7334,"array([1.30468147, 2.54028708])"
7335,"array([1.32145701, 2.44890304])"
7336,"array([1.31290667, 2.43649086])"
7337,"array([1.33449585, 2.43213177])"
7338,"array([1.27888202, 2.45039084])"
7339,"array([1.15973138, 2.42512907])"
7340,"array([1.27021193, 2.64731282])"
7341,"array([1.36524487, 2.64867498])"
7342,"array([1.23989004, 2.4886999 ])"
7343,"array([1.17904133, 2.831507  ])"
7344,"array([1.19608163, 2.56198369])"
7345,"array([1.28524928, 2.70939496])"
7346,"array([1.28247077, 2.48992617])"
7347,"array([1.32821497, 2.46233743])"
7348,"array([1.39503001, 2.6833006 ])"
7349,"array([1.27959586, 2.52300424])"
7350,"array([1.29564448, 2.41874654])"
7351,"array([1.39730047, 2.59686839])"
7352,"array([1.32719264, 2.58965415])"
7353,"array([1.37621162, 2.5642361 ])"
7354,"array([1.44069658, 2.57851064])"
7355,"array([1.43843487, 2.53521623])"
7356,"array([1.27080234, 2.63253993])"
7357,"array([1.23027377, 2.73697969])"
7358,"array([1.27788471, 2.57817871])"
7359,"array([1.20810446, 2.63167326])"
7360,"array([1.34106561, 2.61836689])"
7361,"array([1.1513878 , 2.52072873])"
7362,"array([1.24710255, 2.57885662])"
7363,"array([1.19121614, 2.66277151])"
7364,"array([1.16349002, 2.44484711])"
7365,"array([1.3930433 , 2.59355091])"
7366,"array([1.11030866, 2.59180815])"
7367,"array([1.09691993, 2.50023524])"
7368,"array([1.23389551, 2.53637501])"
7369,"array([1.09693423, 2.56931071])"
7370,"array([1.03726326, 2.62236079])"
7371,"array([1.32123765, 2.47359677])"
7372,"array([1.29662693, 2.49286472])"
7373,"array([1.25793569, 2.60596592])"
7374,"array([1.20916557, 2.59584578])"
7375,"array([1.28596711, 2.54213911])"
7376,"array([1.28336479, 2.4114303 ])"
7377,"array([1.22404774, 2.54749761])"
7378,"array([1.15326771, 2.63103263])"
7379,"array([1.17513072, 2.45861643])"
7380,"array([1.26238707, 2.38649323])"
7381,"array([1.33377315, 2.5689224 ])"
7382,"array([1.28968459, 2.52033919])"
7383,"array([1.17950553, 2.56390367])"
7384,"array([1.08539776, 2.51137274])"
7385,"array([1.3218875 , 2.54575326])"
7386,"array([1.37075671, 2.63354689])"
7387,"array([1.3282139 , 2.63568636])"
7388,"array([1.29908072, 2.56858328])"
7389,"array([1.37255674, 2.46630723])"
7390,"array([1.20264297, 2.60828276])"
7391,"array([1.17803306, 2.57055159])"
7392,"array([1.3453575 , 2.57733847])"
7393,"array([1.2846095 , 2.60171916])"
7394,"array([1.37809139, 2.52432862])"
7395,"array([1.30994774, 2.52619335])"
7396,"array([1.36560261, 2.58637626])"
7397,"array([1.22285484, 2.60389404])"
7398,"array([1.21195265, 2.60898797])"
7399,"array([1.07079842, 2.53928248])"
7400,"array([1.22556586, 2.46909208])"
7401,"array([1.32340133, 2.58810113])"
7402,"array([1.31190576, 2.53262889])"
7403,"array([1.29957852, 2.80474184])"
7404,"array([1.28381819, 2.62397561])"
7405,"array([1.38364919, 2.63214903])"
7406,"array([1.28987499, 2.5320344 ])"
7407,"array([0.80284153, 2.41391549])"
7408,"array([0.67323892, 2.29606885])"
7409,"array([-2.98264874,  0.36315292])"
7410,"array([-2.96829128,  0.33918093])"
7411,"array([0.96196781, 2.43139291])"
7412,"array([1.36672687, 2.70320384])"
7413,"array([1.21632044, 2.63166369])"
7414,"array([1.06436596, 2.49511901])"
7415,"array([1.06597726, 2.51144909])"
7416,"array([1.31340504, 2.56961195])"
7417,"array([1.27340377, 2.57977824])"
7418,"array([1.39189167, 2.66016053])"
7419,"array([1.28106941, 2.55570123])"
7420,"array([1.25072225, 2.63018827])"
7421,"array([1.15200785, 2.44655698])"
7422,"array([1.2951028 , 2.61402568])"
7423,"array([1.37238569, 2.88087296])"
7424,"array([1.46965146, 2.99212773])"
7425,"array([1.36626511, 2.48545537])"
7426,"array([1.51870449, 2.76834563])"
7427,"array([1.60731143, 2.56739358])"
7428,"array([1.35281207, 2.59002899])"
7429,"array([1.4852596 , 2.95473696])"
7430,"array([1.75319849, 3.08122414])"
7431,"array([1.68741088, 2.88176326])"
7432,"array([1.38720481, 2.54883806])"
7433,"array([1.30338849, 2.52605917])"
7434,"array([1.37258582, 2.48641703])"
7435,"array([1.30838276, 2.45646195])"
7436,"array([1.31670777, 2.54675955])"
7437,"array([1.32554104, 2.32068323])"
7438,"array([1.34877195, 2.44076823])"
7439,"array([1.33014591, 2.48813209])"
7440,"array([1.33209485, 2.55023007])"
7441,"array([1.30368714, 2.48877495])"
7442,"array([1.29430262, 2.4738745 ])"
7443,"array([1.15584822, 2.49907363])"
7444,"array([1.32336025, 2.46587653])"
7445,"array([1.28634202, 2.43668355])"
7446,"array([1.32968045, 2.64909946])"
7447,"array([1.52043832, 2.64898879])"
7448,"array([1.60832785, 2.68827231])"
7449,"array([1.3208913 , 2.48872378])"
7450,"array([1.37455384, 2.2986657 ])"
7451,"array([1.26263731, 2.53255705])"
7452,"array([1.20514887, 2.30276524])"
7453,"array([1.47082517, 2.63916867])"
7454,"array([1.51225848, 2.64143648])"
7455,"array([1.36271748, 2.49097921])"
7456,"array([1.32800987, 2.52901239])"
7457,"array([1.35767136, 2.64791361])"
7458,"array([1.28236099, 2.61632246])"
7459,"array([1.27499004, 2.7147336 ])"
7460,"array([1.30116229, 2.76836233])"
7461,"array([1.32970368, 2.58027894])"
7462,"array([1.37206154, 2.68760173])"
7463,"array([1.28442451, 2.6416902 ])"
7464,"array([1.36260596, 2.63024064])"
7465,"array([1.39050451, 2.67537998])"
7466,"array([1.38604712, 2.57869492])"
7467,"array([1.2833371, 2.7347185])"
7468,"array([1.26121057, 2.69178659])"
7469,"array([1.29420821, 2.63154681])"
7470,"array([1.28704151, 2.68561912])"
7471,"array([1.28604518, 2.5541212 ])"
