# index, _pos
688,"array([1.39467627, 3.04535103])"
689,"array([1.4318803 , 3.04135209])"
690,"array([1.40506267, 2.90761941])"
691,"array([1.41426952, 2.95219826])"
692,"array([1.31368958, 2.87230895])"
693,"array([1.13147296, 3.06124114])"
694,"array([1.25717671, 3.02414871])"
695,"array([1.5084078 , 2.94660998])"
696,"array([1.56470001, 3.0344854 ])"
697,"array([1.60816252, 3.05196806])"
698,"array([1.80520005, 3.17188004])"
699,"array([1.66318569, 2.99107877])"
700,"array([1.69320775, 3.09185365])"
701,"array([1.54441124, 3.0085744 ])"
702,"array([1.39371234, 3.09349856])"
703,"array([1.78685209, 3.04036597])"
704,"array([1.41689709, 3.11215647])"
705,"array([1.5432582 , 2.92234563])"
706,"array([1.275119 , 2.9877538])"
707,"array([1.53777295, 2.93793325])"
708,"array([1.68695604, 3.00213252])"
709,"array([1.34586435, 2.97546632])"
710,"array([1.42878934, 2.7841539 ])"
711,"array([1.52482368, 3.02739462])"
712,"array([1.3463508 , 3.11223545])"
713,"array([1.76843758, 3.05354074])"
714,"array([1.36325404, 3.20634224])"
715,"array([1.37629677, 3.06183074])"
716,"array([1.3043704 , 2.87967733])"
717,"array([1.40523291, 3.13476348])"
718,"array([1.14075199, 3.07585719])"
719,"array([1.14038191, 3.02150675])"
720,"array([1.56206398, 2.69145839])"
721,"array([1.49290045, 2.52362228])"
722,"array([1.35700033, 3.00728779])"
723,"array([1.31042928, 2.99113419])"
724,"array([1.65461523, 2.77856409])"
725,"array([1.88788561, 2.73415426])"
726,"array([1.87723142, 2.6890539 ])"
727,"array([1.87783754, 2.71219537])"
728,"array([1.89799896, 2.6898434 ])"
729,"array([1.89171831, 2.74570742])"
730,"array([1.91120298, 2.74380638])"
731,"array([1.89705549, 2.72634884])"
732,"array([1.88771551, 2.72082504])"
733,"array([1.87759021, 2.70125888])"
734,"array([1.89891098, 2.71369872])"
735,"array([1.87786867, 2.67814844])"
736,"array([1.88913032, 2.68085063])"
737,"array([1.88809325, 2.70931948])"
738,"array([1.8871178 , 2.69495335])"
739,"array([1.42561264, 2.94336296])"
740,"array([1.5686955 , 2.65049953])"
741,"array([1.46122701, 2.88027644])"
742,"array([1.48743382, 2.87644448])"
743,"array([1.49464302, 2.81105642])"
744,"array([1.35814263, 2.90364934])"
745,"array([1.32224852, 2.93316738])"
746,"array([1.45235516, 2.87403099])"
747,"array([1.4209935 , 2.89895622])"
748,"array([1.39501308, 3.02139284])"
749,"array([1.45251669, 2.97223495])"
750,"array([1.18033565, 3.10294291])"
751,"array([1.2693724 , 3.05619102])"
752,"array([1.28680572, 2.83125878])"
753,"array([1.34298839, 2.99353806])"
754,"array([1.25393372, 2.7567811 ])"
755,"array([1.27908631, 2.66657607])"
756,"array([1.23767556, 2.72554986])"
757,"array([1.63660708, 2.89382515])"
758,"array([1.74083265, 2.86285718])"
759,"array([1.74456594, 2.93165911])"
760,"array([1.73446821, 2.91833602])"
761,"array([1.74120773, 2.92098138])"
762,"array([1.73967787, 2.93707718])"
763,"array([1.73903066, 2.92765497])"
764,"array([1.6690445 , 3.05043192])"
765,"array([1.38216535, 3.0890357 ])"
766,"array([1.37228084, 2.90609846])"
767,"array([2.01275011, 2.93530759])"
768,"array([2.02125726, 2.8748529 ])"
769,"array([1.48588262, 2.62671058])"
770,"array([1.53588769, 3.22577459])"
771,"array([1.43758765, 3.07908374])"
772,"array([1.39858049, 2.97780346])"
773,"array([1.20426444, 3.12198136])"
774,"array([1.24665292, 3.09488941])"
775,"array([1.40890295, 2.98256781])"
776,"array([1.46664203, 2.88830467])"
777,"array([1.37651773, 2.90710874])"
778,"array([1.31227727, 2.93998639])"
779,"array([1.3759463 , 2.89981119])"
780,"array([1.37508442, 2.91718569])"
781,"array([1.47759973, 2.89224092])"
782,"array([1.33846741, 2.91529732])"
783,"array([1.1114241 , 3.20098599])"
784,"array([1.19478719, 3.24619131])"
785,"array([1.79795958, 3.1426808 ])"
786,"array([1.54583222, 3.03508833])"
787,"array([1.99182582, 3.22478055])"
788,"array([1.69385529, 3.18674723])"
789,"array([1.52351983, 3.23101816])"
790,"array([1.29147797, 2.9669816 ])"
791,"array([1.57058715, 3.02989461])"
792,"array([1.58154853, 3.03829259])"
793,"array([1.77099975, 3.11852474])"
794,"array([1.75874502, 3.13419595])"
795,"array([1.43857946, 2.9811578 ])"
796,"array([1.52138955, 2.82568846])"
797,"array([1.43596297, 2.99178129])"
798,"array([1.79178452, 3.07215105])"
799,"array([1.52290933, 2.88618028])"
800,"array([1.64597796, 2.89718974])"
801,"array([1.79472441, 3.10460157])"
802,"array([1.61402082, 3.03297859])"
803,"array([1.6192433 , 3.00229498])"
804,"array([1.83553058, 3.1233011 ])"
805,"array([1.83652671, 3.14975378])"
806,"array([1.69781012, 3.01992817])"
807,"array([1.8269504 , 3.15237137])"
808,"array([1.84610787, 3.12195017])"
809,"array([1.55053373, 2.97642659])"
810,"array([1.31248332, 2.92873063])"
811,"array([1.83569719, 3.13347966])"
812,"array([1.6157884 , 3.06938343])"
813,"array([1.82704647, 3.14009641])"
814,"array([1.35282576, 2.92797475])"
815,"array([1.52201316, 2.92136255])"
816,"array([1.52582553, 2.94914196])"
817,"array([1.32709595, 3.04920817])"
818,"array([1.26064232, 3.05501965])"
819,"array([1.24275516, 2.99008259])"
820,"array([1.24212546, 3.02652206])"
821,"array([1.43639113, 2.65666623])"
822,"array([1.3377729 , 2.77287211])"
823,"array([1.48448068, 2.99822885])"
824,"array([1.56196811, 2.99231437])"
825,"array([1.52231236, 2.96537394])"
826,"array([1.55888544, 3.03188179])"
827,"array([1.44651532, 3.31233175])"
828,"array([1.34992756, 3.11544149])"
829,"array([1.81193635, 2.98915746])"
830,"array([1.89366483, 3.05692807])"
831,"array([1.90922   , 3.05149899])"
832,"array([1.92762452, 3.07122077])"
833,"array([1.98465747, 3.06052291])"
834,"array([1.99975493, 3.05563568])"
835,"array([1.99966797, 3.07072584])"
836,"array([1.83066278, 3.09124697])"
837,"array([1.89646436, 2.92677965])"
838,"array([1.23751992, 3.0026707 ])"
839,"array([1.31176905, 2.92543324])"
840,"array([1.32876373, 2.91221994])"
841,"array([1.23514177, 2.87303482])"
842,"array([1.20755995, 3.01667416])"
843,"array([1.2803783 , 2.87443327])"
844,"array([1.12171003, 3.2189773 ])"
845,"array([1.41215843, 2.96903322])"
846,"array([1.32478084, 2.94893282])"
847,"array([1.5412822 , 2.94150869])"
848,"array([1.35445812, 2.90262786])"
849,"array([1.36473767, 3.00307251])"
850,"array([1.36005906, 2.84250648])"
851,"array([1.61461431, 2.92040239])"
852,"array([1.46280264, 3.001296  ])"
853,"array([1.10067728, 3.03324571])"
854,"array([1.10161199, 2.91189714])"
855,"array([1.58560673, 2.90808909])"
856,"array([1.53035425, 2.81532632])"
857,"array([1.52091984, 2.99461367])"
858,"array([2.09787418, 3.1381127 ])"
859,"array([1.5355491 , 2.87671787])"
860,"array([1.14609058, 2.62972673])"
861,"array([1.483377  , 2.95877957])"
862,"array([1.66953047, 3.0609754 ])"
863,"array([1.32754075, 2.88859919])"
864,"array([1.92957605, 3.04879505])"
865,"array([1.80449645, 3.05607978])"
866,"array([1.36850271, 2.8727155 ])"
867,"array([1.29340356, 2.89693059])"
868,"array([1.24836091, 2.80367246])"
869,"array([1.47082812, 2.77407429])"
870,"array([1.24428248, 2.83487827])"
871,"array([1.4528947 , 2.80418155])"
872,"array([1.47251547, 2.87499303])"
873,"array([1.39214484, 2.86802976])"
874,"array([1.43378772, 2.77984274])"
875,"array([1.44684832, 2.79661548])"
876,"array([1.7022439 , 2.87966918])"
877,"array([1.86981078, 2.89661867])"
878,"array([1.56455809, 2.91542709])"
879,"array([1.7321855 , 3.03994943])"
880,"array([1.3633868 , 3.14971911])"
881,"array([1.44461601, 3.13877443])"
882,"array([1.37060568, 2.88903735])"
883,"array([1.48943334, 2.85387817])"
884,"array([1.36680242, 2.92370287])"
885,"array([1.35621115, 2.93486874])"
886,"array([1.37456279, 2.88707322])"
887,"array([1.40087366, 2.99193871])"
888,"array([1.43200118, 3.01313313])"
889,"array([1.51167112, 2.88016583])"
890,"array([1.47703808, 2.89571877])"
891,"array([1.0723889 , 2.87780465])"
892,"array([1.17268043, 2.7321264 ])"
893,"array([1.14657054, 2.98188877])"
894,"array([1.32091021, 2.93669336])"
895,"array([1.37313662, 2.86564569])"
896,"array([1.62289805, 2.75195135])"
897,"array([1.54302481, 2.90360409])"
898,"array([1.46128575, 3.02337038])"
899,"array([1.46544724, 2.89585335])"
900,"array([1.59935278, 2.77970232])"
901,"array([1.57575958, 2.86930464])"
902,"array([1.6442353 , 2.81267214])"
903,"array([1.44078648, 2.80431332])"
904,"array([1.54631314, 2.85285983])"
905,"array([1.47759415, 2.98798402])"
906,"array([1.49947193, 2.88307358])"
907,"array([1.57081281, 2.86883728])"
908,"array([1.43569411, 2.95450451])"
909,"array([1.30711747, 2.80677798])"
910,"array([1.47336918, 3.05458782])"
911,"array([1.44285512, 3.02453377])"
912,"array([1.29288495, 3.0938327 ])"
913,"array([1.46124148, 2.80660826])"
914,"array([1.42347116, 3.07155006])"
915,"array([1.34126451, 2.93870452])"
916,"array([1.4995412 , 2.87021255])"
917,"array([1.36672047, 2.88621982])"
918,"array([1.59819672, 2.80346703])"
919,"array([1.60713458, 2.80747647])"
920,"array([1.449532  , 2.64952839])"
921,"array([1.38672495, 2.90011076])"
922,"array([1.36886725, 2.90353807])"
923,"array([1.32256332, 3.01648417])"
924,"array([1.382093  , 2.92975982])"
925,"array([1.56256451, 2.8814228 ])"
926,"array([1.34653794, 3.02512871])"
927,"array([1.34688201, 2.91673377])"
928,"array([1.44607537, 3.01388681])"
929,"array([1.33837607, 3.04038369])"
930,"array([1.32994526, 3.05677509])"
931,"array([1.33539836, 3.07169702])"
932,"array([2.0158345 , 2.91391273])"
933,"array([2.02676994, 2.86196939])"
934,"array([1.81673884, 3.18670022])"
935,"array([1.60184416, 3.05318471])"
936,"array([1.52800852, 2.97793686])"
937,"array([1.53933462, 2.99788424])"
938,"array([1.63488967, 3.0776546 ])"
939,"array([1.41030608, 2.8508247 ])"
940,"array([1.41073827, 2.68854801])"
941,"array([1.44055307, 2.83286465])"
942,"array([1.41129743, 2.91536518])"
943,"array([1.29025373, 2.7706642 ])"
944,"array([1.43326305, 2.79537391])"
945,"array([1.48888866, 2.7926129 ])"
946,"array([1.6471809 , 2.94015369])"
947,"array([1.57907253, 2.94954268])"
948,"array([0.92734963, 2.74787013])"
949,"array([1.53138929, 2.94586419])"
950,"array([1.54667247, 3.00366742])"
951,"array([1.40105983, 2.91339011])"
952,"array([1.63199162, 3.02794557])"
953,"array([1.28083544, 2.68846999])"
954,"array([1.22104468, 2.65219776])"
955,"array([1.3838735 , 3.05504655])"
956,"array([1.61929878, 3.03714511])"
957,"array([1.54580703, 2.9428075 ])"
958,"array([2.02341047, 2.96433821])"
959,"array([2.03434138, 2.8974079 ])"
960,"array([1.36830622, 2.9697021 ])"
961,"array([1.42773799, 2.87399179])"
962,"array([1.33253243, 2.83271002])"
963,"array([1.43319126, 2.82556349])"
964,"array([1.39470009, 2.74007837])"
965,"array([1.32618426, 2.96461616])"
966,"array([1.22372528, 3.05941661])"
967,"array([1.41859854, 2.99116682])"
968,"array([1.46127959, 2.99192001])"
969,"array([1.38334956, 2.94989522])"
970,"array([1.45840191, 2.93526211])"
971,"array([1.45469946, 3.05462739])"
972,"array([1.48042042, 3.06365486])"
973,"array([1.44640944, 3.04907043])"
974,"array([1.55786096, 3.14894825])"
975,"array([1.08498343, 2.82718481])"
976,"array([1.04849437, 2.82457482])"
977,"array([1.47546429, 2.98413051])"
978,"array([1.33636227, 3.00625713])"
979,"array([1.39419673, 2.62847827])"
980,"array([1.24572751, 2.70186584])"
981,"array([1.47339032, 2.89809202])"
982,"array([1.52416389, 2.83839602])"
983,"array([1.44566844, 2.99692975])"
984,"array([1.46541213, 2.5707546 ])"
985,"array([2.0209764 , 2.92514712])"
986,"array([2.03448714, 2.87092115])"
987,"array([1.45746989, 2.96785202])"
988,"array([2.0279803 , 2.93787977])"
989,"array([2.0387184 , 2.88385564])"
990,"array([1.71483773, 3.07057204])"
991,"array([1.66550287, 3.06658735])"
992,"array([1.82024332, 3.12827067])"
993,"array([1.7172169 , 3.06378845])"
994,"array([1.8759035 , 3.19959091])"
995,"array([1.8557748 , 3.18077575])"
996,"array([1.86671659, 3.16087541])"
997,"array([1.87924084, 3.18590789])"
998,"array([1.63227957, 3.0144138 ])"
999,"array([1.88542143, 3.1739537 ])"
1000,"array([1.8663744 , 3.17962773])"
1001,"array([1.86092068, 3.20440576])"
1002,"array([1.87315797, 3.17014698])"
1003,"array([1.85768204, 3.16884478])"
1004,"array([1.86558101, 3.19263059])"
1005,"array([1.68025469, 3.02829227])"
1006,"array([1.88046767, 3.16059905])"
1007,"array([1.84933371, 3.20731973])"
1008,"array([1.65847925, 3.01714463])"
1009,"array([1.85052247, 3.19179705])"
1010,"array([1.54649241, 2.92689915])"
1011,"array([1.47848906, 2.96933369])"
1012,"array([1.42082177, 3.00943386])"
1013,"array([1.7540552 , 2.86417106])"
1014,"array([1.88852913, 2.86781308])"
1015,"array([1.54124718, 2.94560314])"
1016,"array([2.01477916, 2.95100848])"
1017,"array([2.02191242, 2.89452918])"
1018,"array([1.57335271, 2.9344569 ])"
1019,"array([1.78288999, 2.98321273])"
1020,"array([1.68616627, 3.03166908])"
1021,"array([1.53673354, 2.9486451 ])"
1022,"array([1.50931301, 2.84571232])"
1023,"array([1.26075745, 3.13010684])"
1024,"array([1.28448355, 3.31153683])"
1025,"array([1.25707565, 3.12185806])"
1026,"array([1.51538449, 2.96001305])"
1027,"array([1.41796875, 2.88265389])"
1028,"array([1.48098926, 2.97217644])"
1029,"array([1.36492537, 2.9196702 ])"
1030,"array([1.66473575, 2.90700189])"
1031,"array([1.74682626, 2.92381988])"
1032,"array([1.90938701, 2.88158448])"
1033,"array([1.09688614, 3.03675382])"
1034,"array([1.06161379, 2.96646307])"
1035,"array([1.575444  , 2.94005732])"
1036,"array([1.54014873, 2.87810628])"
1037,"array([1.38072192, 2.99004991])"
1038,"array([1.42894134, 2.99555896])"
1039,"array([0.95818775, 2.67850507])"
1040,"array([1.06296052, 2.68017726])"
1041,"array([1.45001162, 2.9342076 ])"
1042,"array([1.4618729 , 2.95439061])"
1043,"array([1.44298502, 2.79784679])"
1044,"array([1.4504159 , 2.86067763])"
1045,"array([1.42451563, 2.82248858])"
1046,"array([1.4363911 , 2.97275312])"
1047,"array([1.54877515, 3.04257398])"
1048,"array([1.49833421, 2.6412558 ])"
1049,"array([1.48880497, 2.88385606])"
1050,"array([1.44665408, 2.96033142])"
1051,"array([1.49626165, 2.89065008])"
1052,"array([1.85587589, 2.6234054 ])"
1053,"array([1.62713591, 2.72252545])"
1054,"array([1.84646819, 2.61478475])"
1055,"array([1.85155274, 2.63822295])"
1056,"array([1.53206347, 2.83800976])"
1057,"array([1.39546355, 2.74262783])"
1058,"array([1.86236305, 2.63437453])"
1059,"array([1.54824017, 2.61965208])"
1060,"array([1.84487989, 2.62666031])"
1061,"array([1.87265809, 2.63983127])"
1062,"array([1.86042754, 2.61237545])"
1063,"array([1.86142968, 2.64699972])"
1064,"array([1.86892999, 2.62342656])"
1065,"array([1.23129534, 2.8474995 ])"
1066,"array([1.34617438, 3.03321713])"
1067,"array([1.34200986, 3.23213606])"
1068,"array([1.46893298, 3.0003228 ])"
1069,"array([1.46818386, 3.06965438])"
1070,"array([1.41988732, 3.00083079])"
1071,"array([1.44885133, 2.91955422])"
1072,"array([1.46856304, 3.08248932])"
1073,"array([1.63535993, 3.15666391])"
1074,"array([1.36862282, 3.08453405])"
1075,"array([1.21121414, 3.01822193])"
1076,"array([1.55106194, 2.91924903])"
1077,"array([0.96475356, 3.03613542])"
1078,"array([1.03828775, 3.08540198])"
1079,"array([1.59552373, 2.82632798])"
1080,"array([1.44314418, 2.76691694])"
1081,"array([1.10389626, 2.96215907])"
1082,"array([0.85497528, 3.10155485])"
1083,"array([0.849611  , 3.08927022])"
1084,"array([1.11324943, 2.90641315])"
1085,"array([1.53709693, 3.05621772])"
1086,"array([1.46576614, 3.0335898 ])"
1087,"array([1.59080406, 3.2001062 ])"
1088,"array([1.28947939, 2.92560596])"
1089,"array([1.35111701, 3.00648974])"
1090,"array([1.2103334 , 2.99756446])"
1091,"array([1.06364512, 3.11335286])"
1092,"array([1.34173565, 2.82104363])"
1093,"array([1.4131189, 3.0672553])"
1094,"array([1.49620249, 2.82218909])"
1095,"array([1.68026727, 2.78145336])"
1096,"array([1.68619745, 2.80799589])"
1097,"array([1.31673313, 2.7292378 ])"
1098,"array([1.54608161, 2.82347024])"
1099,"array([1.35999778, 2.8181743 ])"
1100,"array([1.46871177, 2.81630635])"
1101,"array([1.42280372, 2.85903565])"
1102,"array([1.61953591, 2.86313897])"
1103,"array([1.54264849, 2.77388164])"
1104,"array([1.59638721, 2.68130783])"
1105,"array([1.59894841, 2.69796315])"
1106,"array([1.5121055, 2.6924624])"
1107,"array([1.28911271, 2.70288685])"
1108,"array([1.55029007, 2.72133712])"
1109,"array([1.51882807, 2.7726823 ])"
1110,"array([1.48266646, 2.74562662])"
1111,"array([1.53406447, 2.7443846 ])"
1112,"array([1.46034609, 2.71826044])"
1113,"array([1.37583654, 2.61313795])"
1114,"array([1.64748214, 2.7803257 ])"
1115,"array([1.61901029, 2.78873296])"
1116,"array([1.59429647, 2.73703721])"
1117,"array([1.61614411, 2.8554739 ])"
1118,"array([1.66682066, 2.87260354])"
1119,"array([1.442611  , 2.90548418])"
1120,"array([1.27127867, 2.90044019])"
1121,"array([1.45777318, 2.92840582])"
1122,"array([1.41216638, 2.97594244])"
1123,"array([1.44548106, 3.00817467])"
1124,"array([1.45807414, 2.90711946])"
1125,"array([1.61134084, 2.88509485])"
1126,"array([1.62398333, 2.91444954])"
1127,"array([1.4027151 , 2.88526194])"
1128,"array([1.46730366, 3.04990048])"
1129,"array([1.42271962, 2.91989265])"
1130,"array([1.43383523, 2.88823617])"
1131,"array([1.55114962, 2.81304311])"
1132,"array([1.72321312, 2.80286821])"
1133,"array([1.48721175, 2.79937863])"
1134,"array([1.45462119, 2.86040747])"
1135,"array([1.37126365, 2.8847332 ])"
1136,"array([1.35065072, 2.75132323])"
1137,"array([1.33935235, 2.68132284])"
1138,"array([1.45219709, 2.83305434])"
1139,"array([1.45253879, 2.81025331])"
1140,"array([1.47759662, 2.81102383])"
1141,"array([1.44221442, 2.97516356])"
1142,"array([1.46755084, 2.93416487])"
1143,"array([1.42502737, 2.94025216])"
1144,"array([1.4921923 , 2.88708999])"
1145,"array([1.50935489, 2.85484741])"
1146,"array([1.44703855, 2.83325069])"
1147,"array([1.4926303 , 2.79095568])"
1148,"array([1.38089113, 2.76412108])"
1149,"array([1.50171799, 2.71564027])"
1150,"array([1.04915841, 2.69516573])"
1151,"array([0.86644159, 2.61063009])"
1152,"array([1.02839596, 2.61601992])"
1153,"array([0.99329886, 2.5764266 ])"
1154,"array([1.09121459, 2.77802842])"
1155,"array([1.08389047, 2.75670207])"
1156,"array([1.09344948, 2.70956947])"
1157,"array([1.07839605, 2.71344709])"
1158,"array([1.23915455, 2.64889293])"
1159,"array([0.82739431, 2.39814151])"
1160,"array([0.9177939 , 2.52733104])"
1161,"array([1.06401603, 2.66516685])"
1162,"array([1.09312378, 2.61378587])"
1163,"array([0.94897165, 2.55998602])"
1164,"array([1.30526003, 2.68687187])"
1165,"array([1.15783742, 2.74124055])"
1166,"array([1.23826001, 2.68213541])"
1167,"array([1.06615973, 2.59712711])"
1168,"array([1.0260011 , 2.54634187])"
1169,"array([1.15761778, 2.64592482])"
1170,"array([1.04167621, 2.53562443])"
1171,"array([0.98205503, 2.50749153])"
1172,"array([1.09346132, 2.74399551])"
1173,"array([1.35346339, 2.68883983])"
1174,"array([1.26962978, 2.61984731])"
1175,"array([1.09621175, 2.67720569])"
1176,"array([1.03266525, 2.7185948 ])"
1177,"array([1.20458788, 2.69216948])"
1178,"array([1.01800552, 2.60201176])"
1179,"array([1.16758818, 2.68002757])"
1180,"array([1.13796552, 2.65065839])"
1181,"array([1.0414726 , 2.55021945])"
1182,"array([1.05033904, 2.59089417])"
